2024-11-15 02:04:20,"СИМФЕРОПОЛЬ, 15 ноя - РИА Новости.Российские войска выбили украинских боевиков из села Новодаровка на времевском направлении запорожской линии фронта, сообщил РИА Новости председатель комиссии Общественной палаты РФ по вопросам суверенитета, сопредседатель координационного совета по интеграции новых регионов Владимир Рогов.
Ранее Минобороны РФ сообщило, что военнослужащие группировки войск ""Восток"" взяли под контроль расположенное восточнее Новодаровки соседнее село Ровнополь. Новодаровка – село вЗапорожской области, находится недалеко от административной границы сДНР.
""Наши войска выбили противника из Новодаровки и взяли село под свой контроль. Враг бежал под натиском нашей армии, оставив свои позиции"", - сказал Рогов.
По его словам, продвижение вперед российских войск на времевском направлении продолжается.
Новодаровка расположена северо-западнее освобожденных ранее сел Урожайное иСтаромайорское. Продвижение российских войск на времевском направлении позволит подойти к Великой Новоселке, где сосредоточен важный логистический пунктВСУ, а также взять под огневой контроль трассу снабжения группировок ВСУ между ореховским и времевским направлениями Запорожского фронта."
2024-11-15 02:06:32,"ВАШИНГТОН, 15 ноя - РИА Новости.США заключили контракт с группой компаний объемом более чем 33,1 миллиарда долларов на проведение исследований и разработок в интересах министерства обороны, сообщили в Пентагоне.
Как указали в ведомстве, подрядчиками выступят компании Delta Resources из американской столицы, General Dynamics Information Technology и Modern Technology Solutions из Вирджинии. Они, как отмечается, получили ""контракт на исследования и разработки"" в рамках информационно-аналитического центра Пентагона.
""Данный контракт предусматривает, что информационно-аналитический центр министерства обороны, являющийся частью технического информационного центра, будет оказывать поддержку исследованиям и разработкам в масштабах всего министерства обороны"", - говорится в распространенном заявлении.
Подробности направления работ не указываются, но сообщается, что они будут проводиться до 29 сентября 2027 года."
2024-11-15 02:14:10,"ВАШИНГТОН, 15 ноя - РИА Новости.Главным неотложным приоритетом избранного президента США Дональда Трампа является неопределенность относительно истекающего Договора о сокращении стратегических наступательных вооружений с Россией (ДСНВ), признали в американской Ассоциации по контролю над вооружениями.
""Наиболее неотложным приоритетом остается быстро приближающееся окончание действия ДСНВ в феврале 2026 года, а также решения Кремля и Белого дома о том, как управлять своими стратегическими ядерными отношениями и предотвратить количественную гонку вооружений"", - указали в организации.
Там отметили, что хотя Трамп за время своей предвыборной кампании и ""хвастался"" прочными личными отношениями с президентомРФВладимиром Путиным, переговоры междуМосквойиВашингтономпо контролю над вооружениями сопряжены с серьезными трудностями.
""Если Трамп хочет начать свое президентство с дипломатической победы высокого уровня, то он мог бы понизить риск ядерного усиления со стороны России после того, как истечет ДСНВ, предложив поддерживать размещение ядерных сил РФ на том уровне, который соответствует ограничениям договора после истечения сроков его действия так долго, как Россия делает это же"", - добавили в ассоциации.
Президент РФ Владимир Путин 21 февраля 2023 года в послании Федеральному собранию РФ заявил, что Россия приостанавливает участие в российско-американском ДСНВ, подчеркнув, что страна не выходит из договора. Он отметил, что, прежде чем вернуться к обсуждению, нужно понять, на что претендуют такие страны, какФранцияиВеликобритания, и как учитывать их стратегические арсеналы, то есть совокупный ударный потенциалНАТО. Официальная нота о приостановке участия РФ в Договоре была передана американской стороне 28 февраля.
В начале июня 2023 года в качестве контрмеры в рамках ДСНВ Вашингтон объявил о прекращении передачи РФ информации о статусе и местонахождении своих стратегических вооружений, подпадающих под договор, отозвал выданные российским специалистам визы для проведения инспекций в рамках ДСНВ и заявил об отказе выдавать новые. Помимо этого, США заявили о прекращении предоставления РФ телеметрической информации, затрагивающей пуски американских МБР и баллистических ракет подводных лодок.
Замглавы МИД РФСергей Рябковзаявлял, что возврат РФ к выполнению ДСНВ возможен только при условии отказа США от враждебного курса в отношении Москвы. Посол РФ в СШААнатолий Антоновотмечал, что диалог о контроле над стратегическими вооружениями с США невозможен, пока американцы не изменят антироссийскую политику."
2024-11-15 02:17:00,"МОСКВА, 15 ноя – РИА Новости.Роста цен на мясо индейки ожидать в ближайшее время не стоит, но в перспективе ближайших месяцев это вероятно, ведь осенью-зимой потребление белковых продуктов растет. Как избежать подорожания, рассказалагентству ""Прайм""доцент ИМЭБ Экономического факультета РУДН Хаджимурад Белхароев.
По его словам, в производстве этого мяса велика валютная составляющая. Именно она и грядущие новогодние праздники с традиционной праздничной индейкой определяют спрос на этот вид мяса, а вовсе не проблемы на одном из предприятий.
Индейка пока не очень популярна, особенно в крупных городах, поэтому ни скачков цен, ни тем более дефицита не случится. Однако есть вероятность, что до середины октября производители будут сдерживать поставки, чтобы не потерять прибыль. Со временем она вполне может встать в один ряд с курятиной из-за своих потребительских свойств и сравнительно невысокой цены.
""Тем более, на фоне недостаточного производства в нашей стране говядины и роста цен на нее"", — говорит Белхароев.
Чтобы не допустить скачков цен, следует наращивать производство, в том числе, при содействии государства, заключил он."
2024-11-15 02:19:45,"МОСКВА, 15 ноя - РИА Новости.Больше всех на работе нецензурно выражаются строители, водители и сотрудники складов, говорится в исследовании SuperJob для РИА Новости.
""Среди представителей распространенных профессиональных групп чаще всего с использованием ненормативной лексики изъясняются рабочие строек и производств, водители, складской персонал. Далее следуют ИТР (инженерно-технические работники) и руководители всех уровней. Среди традиционно женских профессий отличились бухгалтеры, ненормативная лексика среди них нередка"", - свидетельствуют результаты опроса.
Нецензурная лексика чаще распространена в мужских коллективах, обращают внимание авторы опроса. Женщины реже позволяют себе сквернословие и чаще делают замечания матерящимся. Интересно, что россияне 35-45 лет чаще тех, кто моложе, и тех, кто старше, рассказывали о том, что слышат нецензурную лексику от коллег, что делают замечания по этому поводу, и реже - что позволяют себе сквернословить.
По данным аналитиков, в 43% компаний на совещаниях можно услышать ненормативную лексику: 12% опрошенных регулярно имеют дело с нецензурными выражениями, а 31% - время от времени. Из уст руководителя каждый девятый (11%) постоянно слышит ненормативную лексику, еще 36% - периодически.
Чаще всего же бранные слова можно услышать в беседах между коллегами: 22% опрошенных назвали эту ситуацию регулярной, еще 49% - эпизодической. При этом в том, что сами используют нецензурные выражения, россияне признаются реже: о постоянном сквернословии рассказали 9%, о периодическом - еще 39%.
Исследование проводилось с 9 октября по 13 ноября среди экономически активного населенияРоссии. Размер выборки - 1,6 тысячи респондентов."
2024-11-15 02:23:30,"ДОНЕЦК, 15 ноя - РИА Новости.Военнослужащих ВСУ обучал инструктор из США с опытом нахождения в ""горячих точках"" в Ираке и Афганистане, рассказал РИА Новости украинский дезертир Игорь Мартыненко.
Украинец 1975 года рождения родом изНиколаевской областибыл мобилизован 15 мая 2023 года, в августе того же года он дезертировал из украинской армии и полтора года скрывался в прифронтовой зоне.
По словам пленного, военнослужащих 37-й бригады морской пехоты ВСУ обучал американский инструктор.
""Джон или Пол, он у нас один был американец, и с ним был переводчик. Он рассказывал, что делать, как рыть окопы, как работать с оружием… ему не больше 40, где-то 35-37 лет. Он говорит, побывал во всех ""горячих точках"", Ирак, Афганистан, и теперь он на Украине"", - сказал собеседник агентства."
2024-11-15 02:27:05,"МОСКВА, 15 ноя — РИА Новости.Минимальная сумма индивидуальных пенсионных коэффициентов (ИПК) для выхода на пенсию в 2025 году составит 30 единиц, повысившись на 1,8 единицы по сравнению с 2024 годом, рассказала РИА Новости сенатор Ольга Епифанова.
""С 2025 года минимальная сумма индивидуальных пенсионных коэффициентов (ИПК) для выхода на пенсию должна составлять не менее 30. В текущем году для выхода на пенсию необходимо набрать 28,2 ИПК"", — сказала Епифанова.
Она напомнила, что максимальное количество ИПК, которое можно набрать за один год, составляет десять единиц. Епифанова также отметила, что ИПК начисляются за каждый год работы или иной деятельности (например, уход за детьми) на лицевой счет каждого гражданина, за которого работодатели платят взносы в Соцфонд.
""Чем больше взносов платит работодатель, тем выше сумма ИПК и будущая пенсия. Безусловно, все сказанное относится к официальному трудоустройству и белой зарплате"", — пояснила парламентарий.
По даннымРосстата, средняя номинальная зарплата вРоссиив середине лета 2024 года составила 85 017 рублей (до вычета НДФЛ). Такая ежемесячная зарплата, например, позволяет набрать в год 4,584 ИПК. Размер одного ИПК с 2025 года составит 142,76 рубля."
2024-11-15 02:34:10,"МОСКВА, 15 ноя – РИА Новости.Старейший член японской императорской семьи, принцесса Юрико Микаса скончалась в возрасте 101 года, сообщает телеканалNHKсо ссылкой на Управление императорского дома Японии.
Юрико была вдовой принца Такахито, младшего брата императора Хирохито – дедушки нынешнего императораНарухито."
2024-11-15 02:45:06,"МОСКВА, 15 ноя - РИА Новости.МЧС России подготовило предложения по внесению изменений в законодательство РФ по вопросам использования населением страны убежищ с учетом опыта специальной военной операции на Украине, сообщается на сайте ВНИИ ГОЧС.
Отмечается, что данный вопрос обсуждался в четверг на научно-практической конференции ""Защитные сооружения гражданской обороны. Актуальные вопросы проектирования, строительства, эксплуатации и снятия с учёта. Опыт специальной военной операции на Украине"". Мероприятие, организованное учёными ВНИИ ГОЧС, стало платформой для обсуждения ключевых аспектов в развитии и функционировании убежищ и укрытий в условиях современных вызовов и угроз.
""Заместитель директора департамента гражданской обороны и защиты населения МЧС России Сергей Старовойтов представил предложения по внесению изменений в законодательство Российской Федерации, регламентирующее предоставление населению средств коллективной защиты"", - говорится в сообщении.
Участники конференции также рассмотрели вопросы, касающиеся проектирования и строительства защитных сооружений, их эксплуатации. ""Особую важность имел доклад начальника управления гражданской обороны и защиты населения ГУ МЧС России поДонецкой Народной РеспубликеАлексея Янченко о накопленном опыте коллективной защиты населения в условиях специальной военной операции на Украине"", - резюмирует ведомство.
Ранее сообщалось, что ученые Всероссийского научно-исследовательского института по проблемам гражданской обороны и чрезвычайных ситуаций (ВНИИ ГОЧС) разработали мобильное убежище модульного типа ""КУБ-М"" для защиты людей не только от светового излучения ядерного взрыва, но и от радиоактивного загрязнения местности.
В базовую комплектацию ""КУБ-М"" входят два модуля: помещения для укрываемых на 54 человека и технический блок. Вместимость убежища можно увеличить за счёт установки дополнительных модулей. Ключевое преимущество ""КУБ-М"" перед другими защитными сооружениями гражданской обороны – мобильность. При необходимости его можно перевезти автомобильным или железнодорожным транспортном на новое место для возведения и подключить к уже имеющимся инженерным сетям.
Производство, транспортировка и установка ""КУБ-М"" более чем в два раза дешевле строительства стационарного убежища, а срок его изготовления и монтажа не превышает трех месяцев. Эти и другие особенности изделия могут значительно снизить финансовые издержки от возведения и эксплуатации стационарных защитных сооружений ГО."
2024-11-15 02:48:13,"ВАШИНГТОН, 15 ноя — РИА Новости.Победивший на выборах президента США Дональд Трамп решил не включать в свою будущую администрацию главу финансовой корпорации JPMorgan Chase Джейми Даймона, поддерживающего Украину.
Даймон не раз открыто призывал не допустить поражения киевского режима. Так, летом, выступая вИнституте международных финансовСША, он заявил, что на Украине ""не может быть плохого исхода"", а в сентябре назвал Россию,Ирани КНДР ""осью зла"".
В последние дни Трамп объявил о нескольких планируемых назначениях в своей будущей администрации. Накануне он выдвинул на пост генпрокурора (главы Минюста) конгрессмена Мэтта Гетца, который заявлял, что Крым никогда не перестанет быть частью России, а планы Киева вернуть его под свой контроль недостижимы. А на должность директора Национальной разведки Трамп номинировал Тулси Габбард, признававшую, что США под руководством демократов ведут прокси-войну с Москвой.
Трамп, уже занимавший пост президента США в 2017-2021 годах, выиграл президентские выборы, которые прошли 5 ноября. Он стал первым с XIX века политиком, кому удалось вернуться в Белый дом после четырехлетнего перерыва.
Коллегия выборщиков от штатов 17 декабря должна проголосовать за кандидатов в соответствии с волей избирателей, а 6 января новый состав конгресса утвердит результаты голосования. Инаугурация пройдет 20 января."
